SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																				
#																																							
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus														
Guards and Wards				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M, F	CASTTIME:30 minutes	RANGE:Anywhere within the area to be warded.	TARGETAREA:Up to 200-sq-ft/level.	DURATION:2 hours/level	SAVEINFO:See text	SPELLRES:See text	DESC:This powerful spell is primarily used to defend your stronghold. Material Component: Burning incense, a small measure of brimstone and oil, a knotted string, and a small amount of Blood. Focus: A small silver rod.	SOURCEPAGE:PHB																						
Guidance				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=0|Druid=0	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute or until discharged	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell imbues the subject with a touch of divine guidance.	SOURCEPAGE:PHB																						
Gust of Wind				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Air	CLASSES:Druid=2|Sorcerer=2|Wizard=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Line shaped gust of severe wind emanating out from you to the extreme of the range.	DURATION:1 round	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:This spell creates a severe blast of air (approximately 50 mph) that originates from you, affecting all creatures in its path.	SOURCEPAGE:PHB																						
Hallow				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Cleric=5|Druid=5	COMPS:V, S, M, DF	CASTTIME:24 hours	RANGE:Touch	TARGETAREA:40-ft radius emanating from the touched point.	DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:See text	DESC:Hallow makes a particular site, building, or structure a holy site. Material Component: Herbs, oils, and incense worth at least 1,000 gp, plus 1,000 gp per level of the spell to be included in the hallowed area.	SOURCEPAGE:PHB						TEMPDESC:Grants bonus to Turn Undead, applies penalty to Rebuke Undead	TEMPBONUS:ANYPC|VAR|TurnCheckUndead|4|TYPE=Sacred|PREABILITY:1,CATEGORY=Special Ability,Turn Undead	TEMPBONUS:ANYPC|VAR|TurnCheckUndead|-4|TYPE=Temporary|PREABILITY:1,CATEGORY=Special Ability,Rebuke Undead														
Hallucinatory Terrain				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Glamer		CLASSES:Bard=4|Sorcerer=4|Wizard=4	COMPS:V, S, M	CASTTIME:10 minutes	RANGE:Long	TARGETAREA:one 30-ft cube/level.	DURATION:2 hours/level	SAVEINFO:Will disbelief (if interacted with)	SPELLRES:No	DESC:You make natural terrain look, sound, and smell like some other sort of natural terrain. Material Component: A stone, a twig, and a bit of green plant.	SOURCEPAGE:PHB																						
Halt Undead				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=3|Wizard=3	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Up to 3 undead creatures, no two of which can be more than 30-ft apart.	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell renders as many as three undead creatures immobile. Material Component: A pinch of sulfur and powdered garlic.	SOURCEPAGE:PHB																						
Harm				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Cleric=6	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will half; see text	SPELLRES:Yes	DESC:Harm charges a subject with negative energy that deals 10 points of damage per caster level (to a maximum of 150 points at 15th level).	SOURCEPAGE:PHB																						
Haste				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Bard=3|Sorcerer=3|Wizard=3	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which can be more than 30 ft apart.	DURATION:1 round/level	SAVEINFO:Fortitude negates (harmless)	SPELLRES:Yes	DESC:The transmuted creatures move and act more quickly than normal. Material Component: A shaving of licorice root.	SOURCEPAGE:PHB							TEMPBONUS:ANYPC|SAVE|Reflex|1|TYPE=Dodge	TEMPBONUS:ANYPC|COMBAT|AC|1|TYPE=Dodge	TEMPBONUS:ANYPC|COMBAT|ATTACKS|1|TYPE=Temporary	TEMPBONUS:ANYPC|COMBAT|TOHIT|1|TYPE=Temporary	TEMPBONUS:ANYPC|POSTMOVEADD|ALL|MIN(MOVEBASE,30)|TYPE=Enhancement											
Heal				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Cleric=6|Druid=7	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Heal enables you to channel positive energy into a creature to wipe away injury and afflictions.	SOURCEPAGE:PHB																						
Heal (Mass)	OUTPUTNAME:Heal, Mass			TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Cleric=9	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:one or more creatures, no two of which can be more than 30-ft apart.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like heal, except as noted above.	SOURCEPAGE:PHB																						
Heal Mount				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Paladin=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Your mount touched.	DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like heal, but it affects only the paladin's special mount (typically a warhorse).	SOURCEPAGE:PHB																						
Heat Metal				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Fire	CLASSES:Druid=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lb. Of metal/level, all of which must be within a 30 ft. Circle.	DURATION:7 rounds	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Heat metal makes metal extremely warm.	SOURCEPAGE:PHB																						
Helping Hand				TYPE:Spell	SCHOOL:Evocation			CLASSES:Cleric=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:5 miles	TARGETAREA:Ghostly hand	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You create the ghostly image of a hand, which you can send to find a creature within 5 miles.	SOURCEPAGE:PHB																						
Heroes' Feast				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Bard=6|Cleric=6	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Feast for one creature/level.	DURATION:1 hour plus 12 hours; see text	SAVEINFO:None	SPELLRES:No	DESC:You bring forth a great feast, including a magnificent table, chairs, service, and food and drink.	SOURCEPAGE:PHB						TEMPDESC:The ambrosial food that is consumed grants each creature that partakes a number of benefits including 1d8 + 1/2 the casters level (max 10) of bonus hit points. Grants Will, attack, and temporary HP bonuses	TEMPVALUE:MIN=2|MAX=18|TITLE=Choose number of bonus Hp.	TEMPBONUS:ANYPC|SAVE|Will|1|TYPE=Morale	TEMPBONUS:ANYPC|COMBAT|TOHIT|1|TYPE=Morale	TEMPBONUS:ANYPC|HP|CURRENTMAX|%CHOICE|TYPE=Temporary											
Heroism				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=2|Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell imbues a single creature with great bravery and morale in battle.	SOURCEPAGE:PHB						TEMPDESC:Grants attack, saving, and skill bonuses	TEMPBONUS:ANYPC|SAVE|ALL|2|TYPE=Morale	TEMPBONUS:ANYPC|COMBAT|TOHIT|2|TYPE=Morale	TEMPBONUS:ANYPC|SKILL|ALL|2|TYPE=Morale													
Heroism (Greater)				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=5|Sorcerer=6|Wizard=6	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like heroism, except the creature gains a +4 morale bonus on attack rolls, saves, and skill checks, immunity to fear effects, and temporary hit points equal to your caster level (maximum 20).	SOURCEPAGE:PHB						TEMPDESC:Grants attack, saving, and skill bonuses	TEMPBONUS:ANYPC|SAVE|ALL|4|TYPE=Morale	TEMPBONUS:ANYPC|COMBAT|TOHIT|4|TYPE=Morale	TEMPBONUS:ANYPC|SKILL|ALL|4|TYPE=Morale													
Hide from Animals				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Druid=1|Ranger=1	COMPS:S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature touched/level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Animals cannot see, hear, or smell the warded creatures.	SOURCEPAGE:PHB																						
Hide from Undead				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Cleric=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature touched/level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Undead cannot see, hear, or smell the warded creatures.	SOURCEPAGE:PHB																						
Hold Animal				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Druid=2|Ranger=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One animal.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell functions like hold person, except that it affects an animal instead of a humanoid.	SOURCEPAGE:PHB																						
Hold Monster				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=4|Sorcerer=5|Wizard=5	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell functions like hold person, except that it affects any living creature that fails its Will save. Arcane Material Component: One hard metal bar or rod, which can be as small as a three-penny nail.	SOURCEPAGE:PHB																						
Hold Monster (Mass)	OUTPUTNAME:Hold Monster, Mass			TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Sorcerer=9|Wizard=9	COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:one or more creatures, no two of which can be more than 30-ft apart.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell functions like hold person, except that it affects multiple creatures and holds any living creature that fails its Will save.	SOURCEPAGE:PHB																						
Hold Person				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=2|Cleric=2|Sorcerer=3|Wizard=3	COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One humanoid creature.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:The subject becomes paralyzed and freezes in place. Arcane Focus: A small, straight piece of iron.	SOURCEPAGE:PHB																						
Hold Person (Mass)	OUTPUTNAME:Hold Person, Mass			TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Sorcerer=7|Wizard=7	COMPS:V, S, F/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One or more humanoid creatures, no two of which can be more than 30-ft apart.	DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell functions like hold person, except as noted above.	SOURCEPAGE:PHB																						
Hold Portal				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=1|Wizard=1	COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One portal, up to 20-sq-ft/level.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:This spell magically holds shut a door, gate, window, or shutter of wood, metal, or stone.	SOURCEPAGE:PHB																						
Holy Aura				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Good	CLASSES:Cleric=8	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:20-ft.	TARGETAREA:One creature/level in a 20-ft-radius burst centered on you.	DURATION:1 round/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:A brilliant divine radiance surrounds the subjects, protecting them from attacks, granting them resistance to spells cast by evil creatures, and causing evil creatures to become blinded when they strike the subjects. This abjuration has four effects. Focus: A tiny reliquary containing some sacred relic, such as a scrap of cloth from a saint's robe or a piece of parchment from a holy text. The reliquary costs at least 500 gp.	SOURCEPAGE:PHB		COST:500				TEMPDESC:Grants saving and armor bonus	TEMPBONUS:ANYPC|SAVE|ALL|4|TYPE=Resistance	TEMPBONUS:ANYPC|COMBAT|AC|4|TYPE=Deflection														
Holy Smite				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good		COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius burst.	DURATION:Instantaneous	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:You draw down holy power to smite your enemies.	SOURCEPAGE:PHB																						
Holy Sword				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Paladin=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Melee weapon touched.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:This spell allows you to channel holy power into your sword, or any other melee weapon you choose.	SOURCEPAGE:PHB						TEMPDESC:Grants +5 enhancement bonus to chosen weapon	TEMPBONUS:EQ|Simple;Martial;Exotic|WEAPON|TOHIT,DAMAGE|5|TYPE=Enhancement															
Holy Word				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good|Sonic	CLASSES:Cleric=7	COMPS:V	CASTTIME:1 standard action	RANGE:40-ft.	TARGETAREA:Nongood creatures in a 40-ft-radius spread centered on you.	DURATION:Instantaneous	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Any nongood creature within the area that hears the holy word suffers ill effects.	SOURCEPAGE:PHB																						
Horrid Wilting				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Living creatures, no two of which can be more than 60-ft apart.	DURATION:Instantaneous	SAVEINFO:Fortitude half	SPELLRES:Yes	DESC:This spell evaporates moisture from the body of each subject living creature, dealing 1d6 points of damage per caster level (maximum 20d6). Arcane Material Component: A bit of sponge.	SOURCEPAGE:PHB																						
Hypnotic Pattern				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Pattern	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=2|Sorcerer=2|Wizard=2	COMPS:V, S, M; see text	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Colorful lights in a 10-ft-radius spread.	DURATION:Concentration + 2 rounds	SAVEINFO:Will negates	SPELLRES:Yes	DESC:A twisting pattern of subtle, shifting colors weaves through the air, fascinating creatures within it. Material Component: A glowing stick of incense or a crystal rod filled with phosphorescent material.	SOURCEPAGE:PHB																						
Hypnotism				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=1|Sorcerer=1|Wizard=1	COMPS:V, S	CASTTIME:1 round	RANGE:Close	TARGETAREA:Several living creatures, no two of which may be more than 30-ft apart.	DURATION:2d4 rounds	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Your gestures and droning incantation fascinate nearby creatures, causing them to stop and stare blankly at you.	SOURCEPAGE:PHB																						
Ice Storm				TYPE:Spell	SCHOOL:Evocation			CLASSES:Druid=4|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (20-ft radius, 40-ft high)	DURATION:1 full round	SAVEINFO:None	SPELLRES:Yes	DESC:Great magical hailstones pound down for 1 full round, dealing 3d6 points of bludgeoning damage and 2d6 points of cold damage to every creature in the area. Arcane Material Component: A pinch of dust and a few drops of water.	SOURCEPAGE:PHB																						
Identify				TYPE:Spell	SCHOOL:Divination			CLASSES:Bard=1|Sorcerer=1|Wizard=1	COMPS:V, S, M/DF	CASTTIME:1 hour	RANGE:Touch	TARGETAREA:One touched object.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:The spell determines all magic properties of a single magic item, including how to activate those functions (if appropriate), and how many charges are left (if any). Arcane Material Component: A pearl of at least 100 gp value, crushed and stirred into wine with an owl feather; the infusion must be drunk prior to spellcasting.	SOURCEPAGE:PHB																						
Illusory Script				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=3|Sorcerer=3|Wizard=3	COMPS:V, S, M	CASTTIME:1 minute or longer; see text	RANGE:Touch	TARGETAREA:One touched object wighing no more than 10-lb.	DURATION:1 day/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:You write instructions or other information on parchment, paper, or any suitable writing material. Material Component: A lead-based ink (cost of not less than 50 gp).	SOURCEPAGE:PHB																						
Illusory Wall				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Figment		CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Image 1ft by 10-ft by 10-ft.	DURATION:Permanent	SAVEINFO:Will disbelief (if interacted with)	SPELLRES:No	DESC:This spell creates the illusion of a wall, floor, ceiling, or similar surface.	SOURCEPAGE:PHB																						
Imbue with Spell Ability				TYPE:Spell	SCHOOL:Evocation			CLASSES:Cleric=4	COMPS:V, S, DF	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Permanent until discharged.	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You transfer some of your currently prepared spells, and the ability to cast them, to another creature.	SOURCEPAGE:PHB																						
Implosion				TYPE:Spell	SCHOOL:Evocation			CLASSES:Cleric=9	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One corporeal creature/round.	DURATION:Concentration, up to 4 rounds	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:You create a destructive resonance in a corporeal creature's body.	SOURCEPAGE:PHB																						
Imprisonment				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Sorcerer=9|Wizard=9	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:When you cast imprisonment and touch a creature, it is entombed in a state of suspended animation (see the temporal stasis spell) in a small sphere far beneath the surface of the earth.	SOURCEPAGE:PHB																						
Incendiary Cloud				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Fire	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Cloud spreads in 20-ft radius, 20-ft high.	DURATION:1 round/level	SAVEINFO:Reflex half; see text	SPELLRES:No	DESC:An incendiary cloud spell creates a cloud of roiling smoke shot through with white-hot embers.	SOURCEPAGE:PHB																						
Inflict Critical Wounds				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Cleric=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:Instantaneous	SAVEINFO:Will half	SPELLRES:Yes	DESC:This spell functions like inflict light wounds, except that you deal 4d8 points of damage +1 point per caster level (maximum +20).	SOURCEPAGE:PHB																						
