SOURCELONG:Gozzilioni Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-09																																																																	
																																																																				
#MM2 aggiornato alla 3.5																																																																				
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells	SORTKEY:			
Ocean Strider		FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,50,Swim,60	FACE:15	REACH:15		BONUS:VAR|HasLowLightVision|1	KIT:1|CN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|12	BONUS:STAT|CHA|4			MONCSKILL:Hide|Intimidate|Jump|Knowledge (Nature)|Listen|Search|Spot|Survival|Swim									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Tail Slap|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Ocean Strider						SR:28	DR:15/Cold Iron		MONSTERCLASS:Fey:30	RACETYPE:Fey	RACESUBTYPE:Aquatic	TYPE:Fey							CR:18	SOURCEPAGE:MM2					
Orcwort (Wortling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,30,Climb,15	FACE:5	REACH:5	BONUS:VAR|WoodsenseRange|60|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor						BONUS:STAT|STR|4	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Move Silently									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3		ABILITY:Internal|AUTOMATIC|Race Traits ~ Orcwort Wortling							DR:5/Bludgeoning or Slashing		MONSTERCLASS:Plant:3	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:3,9		CR:3	SOURCEPAGE:MM2					
Orcwort			STARTFEATS:1	SIZE:C	MOVE:Walk,10	FACE:30	REACH:25	BONUS:VAR|WoodsenseRange|60|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|28	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18		BONUS:STAT|WIS|6	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Move Silently									LEGS:0	HANDS:6				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,4d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Orcwort							DR:5/-		MONSTERCLASS:Plant:32	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:64		CR:20	SOURCEPAGE:MM2					
Ormyrr			STARTFEATS:1	SIZE:H	MOVE:Walk,20,Swim,40	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Knowledge (Arcana)|Listen|Spellcraft|Swim									LEGS:100	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Ormyrr									MONSTERCLASS:Monstrous Humanoid:7	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:14,21	LEVELADJUSTMENT:6	CR:6	SOURCEPAGE:MM2					
Phase Wasp			STARTFEATS:1	SIZE:T	MOVE:Walk,10,Fly,60	FACE:2.5	REACH:0	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision,HasSeeInvisibilityVision|1	KIT:1|TN			BONUS:COMBAT|AC|1|TYPE=NaturalArmor						BONUS:STAT|STR|-8	BONUS:STAT|DEX|8		BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot|Survival									LEGS:6	HANDS:0	BONUS:WEAPONPROF=Sting|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Ranged.Piercing,*1,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Phase Wasp									MONSTERCLASS:Magical Beast:2	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:4,6		CR:2	SOURCEPAGE:MM2					
Phoenix			STARTFEATS:1	SIZE:L	MOVE:Walk,15,Fly,200	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|NG			BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10			MONCSKILL:Concentration|Diplomacy|Knowledge (Arcana)|Knowledge (History)|Spellcraft|Spot									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Phoenix						SR:35	DR:15/Magic and Cold Iron		MONSTERCLASS:Magical Beast:20	RACETYPE:Magical Beast		TYPE:Magical Beast							CR:24	SOURCEPAGE:MM2					
Planetouched (Chaond)	OUTPUTNAME:[NAME]	FAVCLASS:HIGHESTLEVELCLASS	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5													BONUS:STAT|DEX|4	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2			MONCSKILL:Escape Artist|Jump|Move Silently|Tumble									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Chaond									MONSTERCLASS:Outsider:1	RACETYPE:Outsider		TYPE:Outsider						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM2					
Planetouched (Zenythri)	OUTPUTNAME:[NAME]	FAVCLASS:Monk	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5												BONUS:STAT|STR|2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Search|Survival									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Zenythri									MONSTERCLASS:Outsider:1	RACETYPE:Outsider		TYPE:Outsider						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM2					
# Psurlon (Average)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5												BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|8		BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Knowledge (Arcana)|Spellcraft					VFEAT:Iron Will|Multiattack				LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d4								SR:14	DR:5/Magic		MONSTERCLASS:Aberration:7	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:14	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Detect Thoughts|Dominate Person|Hold Monster|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Stoneskin			
# Psurlon (Elder)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5												BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Knowledge (Arcana)|Knowledge (The Planes)|Spellcraft					VFEAT:Iron Will|Multiattack				LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d4								SR:16	DR:10/Magic		MONSTERCLASS:Aberration:12	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:24	LEVELADJUSTMENT:5	CR:9	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Detect Thoughts|Dominate Person|Hold Monster|Suggestion (Mass)|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Stoneskin			
# Psurlon (Giant)	OUTPUTNAME:[NAME] Psurlon		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10												BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Heal|Spellcraft									LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6								SR:16	DR:15/Magic		MONSTERCLASS:Aberration:18	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration					HITDICEADVANCEMENT:36		CR:15	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Detect Thoughts|Dominate Person|Hold Monster|Suggestion (Mass)|Mind Fog|Sleep	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Disintegrate|Stoneskin			
Psurlon			STARTFEATS:1					BONUS:VAR|DarkvisionRange|120|TYPE=Base	BONUS:VAR|BlindsightRange|60|TYPE=Base																		MONCSKILL:Balance|Concentration|Escape Artist|Heal|Knowledge (Arcana)|Knowledge (The Planes)|Spellcraft									LEGS:0	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Psurlon									MONSTERCLASS:Aberration:7	RACETYPE:Aberration	RACESUBTYPE:Psurlon	TYPE:Aberration							CR:5	SOURCEPAGE:MM2					
Ragewind			STARTFEATS:1	SIZE:L	MOVE:Fly,120	FACE:10	REACH:10		BONUS:VAR|HasSeeInvisibilityVision|1				BONUS:COMBAT|AC|8|TYPE=Deflection						BONUS:STAT|STR|6	BONUS:STAT|DEX|10		BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Balance|Hide|Jump|Listen|Search|Spot|Tumble									LEGS:0	HANDS:6						ABILITY:Internal|AUTOMATIC|Race Traits ~ Ragewind						SR:30	DR:15/Magic		MONSTERCLASS:Undead:31	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:48,64		CR:19	SOURCEPAGE:MM2					
Raggamoffyn (Tatterdemanimal)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,40	FACE:5	REACH:5													BONUS:STAT|DEX|10			BONUS:STAT|WIS|8	BONUS:STAT|CHA|4			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Tatterdemanimal Raggamoffyn									MONSTERCLASS:Construct:1	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:3		CR:1	SOURCEPAGE:MM2					
Raggamoffyn (Common)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,30	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|4	BONUS:STAT|DEX|4			BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Common Raggamoffyn									MONSTERCLASS:Construct:3	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:4,9		CR:3	SOURCEPAGE:MM2					
Raggamoffyn (Guttersnipe)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,20	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Guttersnipe Raggamoffyn									MONSTERCLASS:Construct:8	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:16,24		CR:5	SOURCEPAGE:MM2					
Raggamoffyn (Shrapnyl)	OUTPUTNAME:[NAME] Raggamoffyn		STARTFEATS:1	SIZE:L	MOVE:Walk,20,Fly,10	FACE:10	REACH:10			KIT:1|TN			BONUS:COMBAT|AC|15|TYPE=NaturalArmor						BONUS:STAT|STR|8				BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Hide|Move Silently									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))	BONUS:WEAPONPROF=Gore|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shrapnyl Raggamoffyn									MONSTERCLASS:Construct:12	RACETYPE:Construct	RACESUBTYPE:Raggamoffyn	TYPE:Construct					HITDICEADVANCEMENT:18,36		CR:7	SOURCEPAGE:MM2					
Rampager			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|CE			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Spot									LEGS:4	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Rampager									MONSTERCLASS:Magical Beast:14	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:25,35		CR:12	SOURCEPAGE:MM2					
Reason Stealer				SIZE:M	MOVE:Walk,10,Climb,10	FACE:5	REACH:5	BONUS:VAR|BlindsightRange|60|TYPE=Base		KIT:1|TN									BONUS:STAT|STR|4	BONUS:STAT|DEX|-10	BONUS:STAT|CON|6		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10												LEGS:0	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Reason Stealer							DR:10/Magic		MONSTERCLASS:Ooze:5	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Mindless				HITDICEADVANCEMENT:10,15		CR:5	SOURCEPAGE:MM2					
Red Sundew			STARTFEATS:1	SIZE:H	MOVE:Walk,20	FACE:15	REACH:15	BONUS:VAR|WoodsenseRange|60|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|-2	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide									LEGS:0	HANDS:4				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Red Sundew									MONSTERCLASS:Plant:15	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:28,45		CR:13	SOURCEPAGE:MM2					
Eidolon (Rogue)			STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			KIT:1|CN			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|10			BONUS:STAT|INT|-8	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|2			MONCSKILL:Jump									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Rogue Eidolon						SR:19	DR:10/Adamantine		MONSTERCLASS:Construct:9	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:18,27		CR:9	SOURCEPAGE:MM2					
Rukarazyll			STARTFEATS:1	SIZE:L	MOVE:Walk,70,Climb,50	FACE:10	REACH:10			KIT:1|CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor						BONUS:STAT|STR|-4	BONUS:STAT|DEX|16	BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8			MONCSKILL:Balance|Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Forgery|Hide|Intimidate|Jump|Knowledge (Religion)|Search|Sense Motive|Spellcraft|Spot|Tumble									LEGS:3	HANDS:3				NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6	NATURALATTACKS:Spit Ooze,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,1d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Rukarazyll						SR:23	DR:15/Magic and Silver		MONSTERCLASS:Outsider:12	RACETYPE:Outsider	RACESUBTYPE:Eart|Evil	TYPE:Outsider					HITDICEADVANCEMENT:24,36		CR:14	SOURCEPAGE:MM2					
Runic Guardian				SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			KIT:1|TN			BONUS:COMBAT|AC|18|TYPE=NaturalArmor						BONUS:STAT|STR|14	BONUS:STAT|DEX|2				BONUS:STAT|CHA|-10												LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Runic Guardian							DR:10/Adamantine		MONSTERCLASS:Construct:17	RACETYPE:Construct		TYPE:Construct	TEMPLATE:Mindless				HITDICEADVANCEMENT:25,51		CR:10	SOURCEPAGE:MM2					
Shadow Spider			STARTFEATS:1	SIZE:H	MOVE:Walk,50,Climb,30	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Listen|Spot									LEGS:4	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Shadow Spider						SR:23	DR:10/Magic		MONSTERCLASS:Magical Beast:13	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:26,39		CR:12	SOURCEPAGE:MM2					
Sirine			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,60	FACE:5	REACH:5		BONUS:VAR|HasLowLightVision|1											BONUS:STAT|DEX|8		BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Concentration|Heal|Hide|Perform (Dance)|Perform (Sing)|Swim|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,0		ABILITY:Internal|AUTOMATIC|Race Traits ~ Sirine							DR:5/Cold Iron		MONSTERCLASS:Fey:4	RACETYPE:Fey	RACESUBTYPE:Aquatic	TYPE:Fey					HITDICEADVANCEMENT:8	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:MM2					
Spawn of Kyuss			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			KIT:1|CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4		BONUS:STAT|CHA|4			MONCSKILL:Hide|Jump|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6	NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spawn of Kyuss									MONSTERCLASS:Undead:4	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2					
Spell Weaver			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasSeeInvisibilityVision|1				BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Knowledge (Arcana)|Knowledge (The Planes)|Listen|Spellcraft|Spot|Use Magic Device									LEGS:2	HANDS:6				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d3		ABILITY:Internal|AUTOMATIC|Race Traits ~ Spell Weaver						SR:21			MONSTERCLASS:Spell Weaver:10	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:30	LEVELADJUSTMENT:7	CR:10	SOURCEPAGE:MM2					
Spellgaunt			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,20	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|2		BONUS:STAT|CHA|10			MONCSKILL:Balance|Climb|Hide|Jump|Spot									LEGS:6	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Spellgaunt						SR:35	DR:15/Magic and Cold Iron		MONSTERCLASS:Magical Beast:16	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:30,45		CR:12	SOURCEPAGE:MM2			BONUS:VAR|DetectMagicRange|120|TYPE=Base		
Spirit of the Land			STARTFEATS:1	SIZE:H	MOVE:Fly,60	FACE:15	REACH:15		BONUS:VAR|HasLowLightVision|1	KIT:1|TN									BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|20	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|14			MONCSKILL:Concentration|Diplomacy|Hide|Knowledge (Geography)|Knowledge (Nature)|Listen|Search|Sense Motive|Spellcraft|Spot|Survival																ABILITY:Internal|AUTOMATIC|Race Traits ~ Spirit of the Land						SR:34	DR:10/-		MONSTERCLASS:Fey:20	RACETYPE:Fey		TYPE:Fey					HITDICEADVANCEMENT:30,60		CR:23	SOURCEPAGE:MM2					
Stone Spike			STARTFEATS:1	SIZE:M	MOVE:Walk,20	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|-2	BONUS:STAT|CON|8	BONUS:STAT|INT|-6					MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Stone Spike									MONSTERCLASS:Elemental (Earth/Water):3	RACETYPE:Elemental	RACESUBTYPE:Eart	TYPE:Elemental					HITDICEADVANCEMENT:4,9	LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM2					
Swamplight Lynx			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1				BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6		BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Hide|Jump|Listen|Move Silently|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Swamplight Lynx									MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2					
