SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																																			
																																						
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										SOURCEPAGE:						
Grasping Vine	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Grasping Vine	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Grasping Vine									SOURCEPAGE:PHB						
Grease	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Grease	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Grease									SOURCEPAGE:PHB						
Greater Invisibility	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Greater Invisibility	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Greater Invisibility									SOURCEPAGE:PHB						
Greater Restoration	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Greater Restoration	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Greater Restoration									SOURCEPAGE:PHB						
Guardian of Faith	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Guardian of Faith	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Guardian of Faith									SOURCEPAGE:PHB						
Guards and Wards	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Guards and Wards	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Guards and Wards									SOURCEPAGE:PHB						
Guidance	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Guidance	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Guidance									SOURCEPAGE:PHB						
Guiding Bolt	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Guiding Bolt	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Guiding Bolt									SOURCEPAGE:PHB						
Gust of Wind	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Gust of Wind	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Gust of Wind									SOURCEPAGE:PHB						
Hail of Thorns	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hail of Thorns	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Hail of Thorns									SOURCEPAGE:PHB						
Hallow	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hallow	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Hallow									SOURCEPAGE:PHB						
Hallucinatory Terrain	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hallucinatory Terrain	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Hallucinatory Terrain									SOURCEPAGE:PHB						
Harm	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Harm	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Harm									SOURCEPAGE:PHB						
Haste	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Haste	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Haste									SOURCEPAGE:PHB						
Heal	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Heal	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Heal									SOURCEPAGE:PHB						
Healing Word	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Healing Word	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Healing Word									SOURCEPAGE:PHB						
Heat Metal	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Heat Metal	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Heat Metal									SOURCEPAGE:PHB						
Hellish Rebuke	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hellish Rebuke	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Hellish Rebuke									SOURCEPAGE:PHB						
Heroes' Feast	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Heroes' Feast	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Heroes' Feast									SOURCEPAGE:PHB						
Heroism	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Heroism	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Heroism									SOURCEPAGE:PHB						
Hex	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hex	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Hex									SOURCEPAGE:PHB						
Hold Monster	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hold Monster	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Hold Monster									SOURCEPAGE:PHB						
Hold Person	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hold Person	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Hold Person									SOURCEPAGE:PHB						
Holy Aura	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Holy Aura	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Holy Aura									SOURCEPAGE:PHB						
Hunger of Hadar	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hunger of Hadar	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Hunger of Hadar									SOURCEPAGE:PHB						
Hunter's Mark	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hunter's Mark	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Hunter's Mark									SOURCEPAGE:PHB						
Hypnotic Pattern	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Hypnotic Pattern	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Hypnotic Pattern									SOURCEPAGE:PHB						
Ice Storm	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Ice Storm	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Ice Storm									SOURCEPAGE:PHB						
Identify	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Identify	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Identify									SOURCEPAGE:PHB						
Illusory Script	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Illusory Script	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Illusory Script									SOURCEPAGE:PHB						
Imprisonment	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Imprisonment	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Imprisonment									SOURCEPAGE:PHB						
Incendiary Cloud	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Incendiary Cloud	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Incendiary Cloud									SOURCEPAGE:PHB						
Inflict Wounds	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Inflict Wounds	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Inflict Wounds									SOURCEPAGE:PHB						
Insect Plague	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Insect Plague	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Insect Plague									SOURCEPAGE:PHB						
Invisibility	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Invisibility	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Invisibility									SOURCEPAGE:PHB						
Jump	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Jump	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Jump									SOURCEPAGE:PHB						
Knock	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Knock	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Knock									SOURCEPAGE:PHB						
Legend Lore	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Legend Lore	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Legend Lore									SOURCEPAGE:PHB						
Leomund's Secret Chest	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Leomund's Secret Chest	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Leomund's Secret Chest									SOURCEPAGE:PHB						
Leomund's Tiny Hut	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Leomund's Tiny Hut	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Leomund's Tiny Hut									SOURCEPAGE:PHB						
Lesser Restoration	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Lesser Restoration	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Lesser Restoration									SOURCEPAGE:PHB						
Levitate	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Levitate	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Levitate									SOURCEPAGE:PHB						
Light	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Light	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Light									SOURCEPAGE:PHB						
Lightning Arrow	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Lightning Arrow	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Lightning Arrow									SOURCEPAGE:PHB						
Lightning Bolt	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Lightning Bolt	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Lightning Bolt									SOURCEPAGE:PHB						
Locate Animals or Plants	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Locate Animals or Plants	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Locate Animals or Plants									SOURCEPAGE:PHB						
Locate Creature	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Locate Creature	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Locate Creature									SOURCEPAGE:PHB						
Locate Object	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Locate Object	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Locate Object									SOURCEPAGE:PHB						
Longstrider	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Longstrider	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Longstrider									SOURCEPAGE:PHB						
Mage Armor	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mage Armor	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Mage Armor									SOURCEPAGE:PHB						
Mage Hand	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mage Hand	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Mage Hand									SOURCEPAGE:PHB						
Magic Circle	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Magic Circle	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Magic Circle									SOURCEPAGE:PHB						
Magic Jar	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Magic Jar	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Magic Jar									SOURCEPAGE:PHB						
Magic Missile	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Magic Missile	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Magic Missile									SOURCEPAGE:PHB						
Magic Mouth	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Magic Mouth	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Magic Mouth									SOURCEPAGE:PHB						
Magic Weapon	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Magic Weapon	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Magic Weapon									SOURCEPAGE:PHB						
Major Image	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Major Image	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Major Image									SOURCEPAGE:PHB						
Mass Cure Wounds	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mass Cure Wounds	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Mass Cure Wounds									SOURCEPAGE:PHB						
Mass Heal	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mass Heal	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Mass Heal									SOURCEPAGE:PHB						
Mass Healing Word	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mass Healing Word	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Mass Healing Word									SOURCEPAGE:PHB						
Mass Suggestion	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mass Suggestion	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Mass Suggestion									SOURCEPAGE:PHB						
Maze	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Maze	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Maze									SOURCEPAGE:PHB						
Meld into Stone	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Meld into Stone	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Meld into Stone									SOURCEPAGE:PHB						
Melf's Acid Arrow	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Melf's Acid Arrow	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Melf's Acid Arrow									SOURCEPAGE:PHB						
Mending	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mending	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Mending									SOURCEPAGE:PHB						
Message	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Message	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Message									SOURCEPAGE:PHB						
Meteor Swarm	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Meteor Swarm	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Meteor Swarm									SOURCEPAGE:PHB						
Mind Blank	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mind Blank	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Mind Blank									SOURCEPAGE:PHB						
Minor Illusion	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Minor Illusion	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Minor Illusion									SOURCEPAGE:PHB						
Mirage Arcane	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mirage Arcane	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Mirage Arcane									SOURCEPAGE:PHB						
Mirror Image	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mirror Image	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Mirror Image									SOURCEPAGE:PHB						
Mislead	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mislead	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Mislead									SOURCEPAGE:PHB						
Misty Step	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Misty Step	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Misty Step									SOURCEPAGE:PHB						
Modify Memory	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Modify Memory	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Modify Memory									SOURCEPAGE:PHB						
Moonbeam	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Moonbeam	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Moonbeam									SOURCEPAGE:PHB						
Mordenkainen's Faithful Hound	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mordenkainen's Faithful Hound	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Mordenkainen's Faithful Hound									SOURCEPAGE:PHB						
Mordenkainen's Magnificent Mansion	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mordenkainen's Magnificent Mansion	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Mordenkainen's Magnificent Mansion									SOURCEPAGE:PHB						
Mordenkainen's Private Sanctum	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mordenkainen's Private Sanctum	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Mordenkainen's Private Sanctum									SOURCEPAGE:PHB						
Mordenkainen's Sword	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Mordenkainen's Sword	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Mordenkainen's Sword									SOURCEPAGE:PHB						
Move Earth	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Move Earth	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Move Earth									SOURCEPAGE:PHB						
Nondetection	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Nondetection	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Nondetection									SOURCEPAGE:PHB						
Nystul's Magic Aura	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Nystul's Magic Aura	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Nystul's Magic Aura									SOURCEPAGE:PHB						
Otiluke's Freezing Sphere	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Otiluke's Freezing Sphere	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Otiluke's Freezing Sphere									SOURCEPAGE:PHB						
Otiluke's Resilient Sphere	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Otiluke's Resilient Sphere	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Otiluke's Resilient Sphere									SOURCEPAGE:PHB						
Otto's Irresistible Dance	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Otto's Irresistible Dance	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Otto's Irresistible Dance									SOURCEPAGE:PHB						
Pass without Trace	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Pass without Trace	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Pass without Trace									SOURCEPAGE:PHB						
Passwall	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Passwall	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Passwall									SOURCEPAGE:PHB						
Phantasmal Force	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Phantasmal Force	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Phantasmal Force									SOURCEPAGE:PHB						
Phantasmal Killer	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Phantasmal Killer	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Phantasmal Killer									SOURCEPAGE:PHB						
Phantom Steed	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Phantom Steed	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Phantom Steed									SOURCEPAGE:PHB						
Planar Ally	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Planar Ally	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Planar Ally									SOURCEPAGE:PHB						
Planar Binding	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Planar Binding	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Planar Binding									SOURCEPAGE:PHB						
Plane Shift	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Plane Shift	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Plane Shift									SOURCEPAGE:PHB						
Plant Growth	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Plant Growth	PRECLASS:1,Bard=5																	SPELLKNOWN:CLASS|Bard=3|Plant Growth									SOURCEPAGE:PHB						
Poison Spray	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Poison Spray	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Poison Spray									SOURCEPAGE:PHB						
Polymorph	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Polymorph	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Polymorph									SOURCEPAGE:PHB						
Power Word Heal	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Power Word Heal	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Power Word Heal									SOURCEPAGE:PHB						
Power Word Kill	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Power Word Kill	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Power Word Kill									SOURCEPAGE:PHB						
Power Word Stun	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Power Word Stun	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Power Word Stun									SOURCEPAGE:PHB						
Prayer of Healing	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Prayer of Healing	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Prayer of Healing									SOURCEPAGE:PHB						
Prestidigitation	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Prestidigitation	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Prestidigitation									SOURCEPAGE:PHB						
Prismatic Spray	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Prismatic Spray	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Prismatic Spray									SOURCEPAGE:PHB						
Prismatic Wall	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Prismatic Wall	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Prismatic Wall									SOURCEPAGE:PHB						
Produce Flame	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Produce Flame	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Produce Flame									SOURCEPAGE:PHB						
Programmed Illusion	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Programmed Illusion	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Programmed Illusion									SOURCEPAGE:PHB						
Project Image	CATEGORY:Internal	TYPE:Bard Magical Secret			KEY:Bard Magical Secret ~ Project Image	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Project Image									SOURCEPAGE:PHB						
