SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Hallow				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M (herbs, oils, and incense worth at least 1,000 gp, which the spell consumes)	CASTTIME:24 hours	RANGE:Touch		DURATION:Until dispelled			DESC:You touch a point and infuse an area around it with holy (or unholy) power. The area can have a radius up to 60 feet, and the spell fails if the radius includes an area already under the effect a hallow spell. The affected area is subject to the following effects. First, celestials, elementals, fey, fiends, and undead can’t enter the area, nor can such creatures charm, frighten, or p os sess creatures within it. Any creature charmed, frightened, or pos sessed by such a creature is no longer charmed, frightened, or possessed upon entering the area. You can exclude one or more of those types o f creatures from this effect. Second, you can bind an extra effect to the area. Choose the effect from the following list, or choose an effect offered by the DM. Some o f these effects apply to creatures in the area; you can designate whether the effect applies to all creatures, creatures that follow a specific deity or leader, or creatures o f a specific sort, such as ores or trolls. When a creature that would be affected enters the spell’s area for the first time on a turn or starts its turn there, it can make a Charisma saving throw. On a success, the creature ignores the extra effect until it leaves the area. &nl; Courage. Affected creatures can’t be frightened while in the area. &nl; Darkness. Darkness fills the area. Normal light, as well as magical light created by spells o f a lower level than the slot you used to cast this spell, can’t illuminate the area. &nl; Daylight. Bright light fills the area. Magical darkness created by spells o f a lower level than the slot you used to cast this spell can’t extinguish the light. &nl; Energy Protection. Affected creatures in the area have resistance to one damage type o f your choice, except for bludgeoning, piercing, or slashing. &nl; Energy Vulnerability. Affected creatures in the area have vulnerability to one damage type of your choice, except for bludgeoning, piercing, or slashing. &nl; Everlasting Rest. Dead bodies interred in the area can’t be turned into undead. &nl; Extradimensional Interference. Affected creatures can’t move or travel using teleportation or by extradimensional or interplanar means. &nl; Fear. Affected creatures are frightened while in the area. &nl; Silence. No sound can emanate from within the area, and no sound can reach into it. &nl; Tongues. Affected creatures can communicate with any other creature in the area, even if they don’t share a common language. &nl; Material components: herbs, oils, and incense worth at least 1,000 gp, which the spell consumes.	SOURCEPAGE:PHB								
Hallucinatory Terrain				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M (a stone, a twig, and a bit of green plant)	CASTTIME:10 minutes	RANGE:300 feet		DURATION:24 hours			DESC:You make natural terrain in a 150-foot cube in range look, sound, and smell like some other sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren’t changed in appearance. The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to see through the illusion. If the difference isn’t obvious by touch, a creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it is, sees it as a vague image superimposed on the terrain. &nl; Material components: a stone, a twig and a bit green plant.	SOURCEPAGE:PHB								
Harm				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:You unleash a virulent disease on a creature that you can see within range. The target must make a Constitution saving throw. On a failed save, it takes 14d6 necrotic damage, or half as much damage on a successful save. The damage can’t reduce the target’s hit points below 1. If the target fails the saving throw, its hit point maximum is reduced for 1 hour by an amount equal to the necrotic damage it took. Any effect that removes a disease allows a creature’s hit point maximum to return to normal before that time passes.	SOURCEPAGE:PHB								
Haste				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a shaving of licorice root)	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute			DESC:Choose a willing creature that you can see within range. Until the spell ends, the target’s speed is doubled, it gains a +2 bonus to AC, it has advantage on Dexterity saving throws, and it gains an additional action on each o f its turns. That action can be used only to take the Attack (one weapon attack only), Dash, Disengage, Hide, or Use an Object action. When the spell ends, the target can’t move or take actions until after its next turn, as a wave o f lethargy sweeps over it. &nl; Material components: a shaving of licorice root.	SOURCEPAGE:PHB								
Heal				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous			DESC:Choose a creature that you can see within range. A surge o f positive energy washes through the creature, causing it to regain 70 hit points. This spell also ends blindness, deafness, and any diseases affecting the target. This spell has no effect on constructs or undead. &nl; At Higher Levels. When you cast this spell using a spell slot o f 7th level or higher, the amount o f healing increases by 10 for each slot level above 6th.	SOURCEPAGE:PHB								
Healing Word				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 bonus action	RANGE:60 feet		DURATION:Instantaneous			DESC:A creature o f your choice that you can see within range regains hit points equal to 1d4 + your spellcasting ability modifier. This spell has no effect on undead or constructs. &nl; At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the healing increases by 1d4 for each slot level above 1st.	SOURCEPAGE:PHB								
Heat Metal				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a piece of iron and a flame)	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Constitution		DESC:Choose a manufactured metal object, such as a metal weapon or a suit o f heavy or medium metal armor, that you can see within range. You cause the object to glow red-hot. Any creature in physical contact with the object takes 2d8 fire damage when you cast the spell. Until the spell ends, you can use a bonus action on each o f your subsequent turns to cause this damage again. If a creature is holding or wearing the object and takes the damage from it, the creature must succeed on a Constitution saving throw or drop the object if it can. If it doesn’t drop the object, it has disadvantage on attack rolls and ability checks until the start o f your next turn. &nl; At Higher Levels. When you cast this spell using a spell slot o f 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd. &nl; Material components: a piece of iron and a flame.	SOURCEPAGE:PHB								
Hellish Rebuke				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 reaction, which you take in response to being damaged by a creature within 60 feet of you that you can see	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:You point your finger, and the creature that damaged you is momentarily surrounded by hellish flames. The creature must make a Dexterity saving throw. It takes 2d10 fire damage on a failed save, or half as much damage on a successful one. &nl; At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, the damage increases by 1dlO for each slot level above 1st.	SOURCEPAGE:PHB								
Heroes' Feast				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S , M (a gem-encrusted bowl worth at least 1,000 gp, which the spell consumes)	CASTTIME:10 minutes	RANGE:30 feet		DURATION:Instantaneous			DESC:You bring forth a great feast, including magnificent food and drink. The feast takes 1 hour to consume and disappears at the end o f that time, and the beneficial effects don’t set in until this hour is over. Up to twelve other creatures can partake o f the feast. A creature that partakes o f the feast gains several benefits. The creature is cured o f all diseases and poison, becomes immune to poison and being frightened, and makes all W isdom saving throws with advantage. Its hit point maximum also increases by 2d10, and it gains the same number o f hit points. These benefits last for 24 hours. &nl; Material components: gem-encrusted bowl worth at least 1,000 gp, which the spell consumes.	SOURCEPAGE:PHB								
Heroism				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 minute			DESC:A willing creature you touch is imbued with bravery. Until the spell ends, the creature is immune to being frightened and gains temporary hit points equal to your spellcasting ability modifier at the start o f each o f its turns. When the spell ends, the target loses any remaining temporary hit points from this spell. &nl; At Higher Levels. When you cast this spell using a spell slot o f 2nd level or higher, you can target one additional creature for each slot level above 1st.	SOURCEPAGE:PHB								
