SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality.Extraordinary.Rage	VISIBLE:YES	DESC:A frenzied berserker can enter a frenzy during combat. While frenzied, she gains a +6 bonus to Strength and, if she makes a full attack action, gains a single extra attack each round at her highest bonus. (This latter effect is not cumulative with haste or other effects that grant additional attacks.) However, she also takes a -4 penalty to Armor Class and takes 2 points of nonlethal damage per round. A frenzy lasts for a number of rounds equal to 3 + the frenzied berserker's Constitution modifi er. To end the frenzy before its duration expires, the character may attempt a DC 20 Will save once per round as a free action. Success ends the frenzy immediately; failure means it continues. The effects of frenzy stack with those from any rage ability the character may have. At 1st level, the character can enter a frenzy once per day. Thereafter, she gains one additional use per day of this ability for every two frenzied berserker levels she acquires (but she can't use the ability more than once in any encounter). The character can enter a frenzy as a free action. Even though this takes no time, she can do it only during her turn, not in response to another's action. In addition, if she takes damage from an attack, spell, trap, or any other source, she automatically enters a frenzy at the start of her next action, as long as she still has at least one daily usage of the ability left. To avoid entering a frenzy in response to a provoking effect, the character must make a successful Will save (DC 10 + points of damage taken since her last action) at the start of her next turn. While frenzied, the character cannot use any Charisma-, Dexterity-, or Intelligence-based skills (except for Intimidate), the Concentration skill, or any abilities that require patience or concentration, nor can she cast spells, drink potions, activate magic items, or read scrolls. She can use any feat she has except Combat Expertise, item creation feats, or metamagic feats. She can use her special ability to inspire frenzy (see below) normally. During a frenzy, the frenzied berserker must attack those she perceives as foes to the best of her ability. Should she run out of enemies before her frenzy expires, her rampage continues. She must then attack the nearest creature (determine randomly if several potential foes are equidistant) and fi ght that opponent without regard to friendship, innocence, or health (the target's or her own). When a frenzy ends, the frenzied berserker is fatigued (-2 penalty to Strength and Dexterity, unable to charge or run) for the duration of the encounter. If the character is still under the effect of a rage ability, the fatigued condition does not apply until the rage ends-at which point the character is exhausted, not merely fatigued.	KEY:Frenzied Berserker ~ Frenzy				DEFINE:FrenziedBerserkerFrenzyTimesLVL|0	DEFINE:FrenziedBerserkerFrenzyPowerLVL|0				BONUS:VAR|FrenziedBerserkerFrenzyTimesLVL,FrenziedBerserkerFrenzyPowerLVL|FrenziedBerserkerLVL|TYPE=Class	BONUS:VAR|FrenzyTimes|(FrenziedBerserkerFrenzyTimesLVL+1)/2	BONUS:VAR|FrenzyLvl|FrenziedBerserkerFrenzyPowerLVL|TYPE=Base	BONUS:VAR|FrenzyStrBonus|2						ABILITY:Special Ability|AUTOMATIC|Frenzy								SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Diehard	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A frenzied berserker gains Diehard as a bonus feat even if she does not meet the prerequisites.	KEY:Frenzied Berserker ~ Diehard																		ABILITY:FEAT|AUTOMATIC|Diehard								SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Supreme Cleave	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level and higher, a frenzied berserker can take a 5-foot step between attacks when using the Cleave or Great Cleave feat. She is still limited to one such adjustment per round, so she cannot use this ability during a round in which she has already taken a 5-foot step.	KEY:Frenzied Berserker ~ Supreme Cleave																										SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Deathless Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level and higher, a frenzied berserker can scorn death and unconsciousness while in a frenzy. As long as her frenzy continues, she is not treated as disabled at 0 hit points, nor is she treated as dying at -1 to -9 hit points. Even if reduced to -10 hit points or less, she continues to fi ght normally until her frenzy ends. At that point, the effects of her wounds apply normally if they have not been healed. This ability does not prevent death from massive damage or from spell effects such as slay living or disintegrate.	KEY:Frenzied Berserker ~ Deathless Frenzy																										SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Improved Power Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 5th level, a frenzied berserker gains a +3 bonus on her melee damage rolls for every -2 penalty she takes on her melee attack rolls when using the Power Attack feat (or +3 for every -1 penalty if wielding a two-handed weapon other than a double weapon). This benefi t does not stack with the normal effects of Power Attack.	KEY:Frenzied Berserker ~ Improved Power Attack																										SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Inspire Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Beginning at 6th level, a frenzied berserker can inspire frenzy in her allies while she herself is frenzied. When she uses this ability, all willing allies within 10 feet of her gain the benefi ts and the disadvantages of frenzy as if they had that ability themselves. The frenzy of affected allies lasts for a number of rounds equal to 3 + the frenzied berserker's Constitution modifi er, regardless of whether they remain within 10 feet of her. A frenzied berserker gains one additional use of this ability per day for every two additional frenzied berserker levels she acquires, though the ability is still usable only once per encounter.	KEY:Frenzied Berserker ~ Inspire Frenzy	DESC:%1/day|InspireFrenzyTimes			DEFINE:InspireFrenzyTimes|0					BONUS:VAR|InspireFrenzyTimes|(FrenziedBerserkerLVL-4)/2																	SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Greater Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 8th level, the character's bonus to Strength during a frenzy becomes +10 instead of +6.	KEY:Frenzied Berserker ~ Greater Frenzy									BONUS:VAR|FrenzyStrBonus|4																	SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Supreme Power Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A 10th-level frenzied berserker gains a +2 bonus on her melee damage rolls for every -1 penalty she takes on her melee attack rolls when using the Power Attack feat (or +4 for every -1 penalty if wielding a two-handed weapon other than a double weapon). This benefi t does not stack with the effects of Power Attack or Improved Power Attack.	KEY:Frenzied Berserker ~ Supreme Power Attack																										SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Tireless Frenzy	CATEGORY:Special Ability	TYPE:ClassFeatures.FrenziedBerserkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A 10th-level frenzied berserker no longer becomes fatigued after a frenzy, though she still takes the nonlethal damage for each round it lasts.	KEY:Frenzied Berserker ~ Tireless Frenzy									BONUS:VAR|TirelessFrenzy|1																	SORTKEY:Class_Frenzied_Berserker	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Gnome giant-slayers have proficiency with all simple and martial weapons, with light and medium armor, and with shields.	KEY:Gnome Giant-Slayer ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Favored Enemy (Giant)	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialAttack	VISIBLE:YES	DESC:A gnome giant-slayer gains +%1 bonus on Bluff, Listen, Sense Motive, Spot and Survival checks when using these skills against giants. He gets the same bonus on weapon damage rolls against giants. This benefit stacks with the ranger favored enemy class feature if giant is the ranger's favored enemy. This bonus increases by an extra +2 for every three gnome giant-slayer levels beyond 1st.|GnomeGiantSlayerFavoredEnemyBonusGiant	KEY:Gnome Giant-Slayer ~ Favored Enemy (Giant)				DEFINE:GnomeGiantSlayerFavoredEnemyBonusGiant|0					BONUS:VAR|GnomeGiantSlayerFavoredEnemyBonusGiant|(((GnomeGiantSlayerLVL+2)/3)*2)																	SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Crafty Fighter	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a gnome giant-slayer gains a +4 dodge bonus on his Armor Class against giants, or a +2 dodge bonus against any other (nongiant) creature at least two size categories larger than himself. This benefit is lost in any situation in whic the gnomne giant-slayer would lose hi dexterity bonus to Armor Class. He also loses this bonus in heavy armor.	KEY:Gnome Giant-Slayer ~ Crafty Fighter																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	ASPECT:Combat Bonus|+4 dodge bonus against giant, +2 against nongiants two size larger.
Slippery	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If a gnome giant-slayer of 3rd level or or higher is grappled by a creature at least two size categories larger than himself, he can add his gnome giant-slayer level as a bonus on any checks (whether grapple checks or Escape Artist checks) made to escape grappling. In addition, a gnome giant-slayer can move through an area occupied by a creature two size categories larger than he is. This doesn't apply against creature that completely fill their area, such as a gelatinous cube (Normally, a character can only move through an area occupied by another creature if it is at least three size categories larger than the character).	KEY:Gnome Giant-Slayer ~ Slippery																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Close Shot	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level and higher, a gnome giant-slayer does not provoke attacks of opportunity deom giants for using a ranged weapon while threatened by them.	KEY:Gnome Giant-Slayer ~ Close Shot																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Fast Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a gnome giant-slayer's base land speed increases by 10 feet. This benefit applies only when he is wearing no armor, light armor or medium armor and not carrying heavy load. Apply this bonus before modifying the giant-slayer's speed becosause of any load carried or armor worn.	KEY:Gnome Giant-Slayer ~ Fast Movement				DEFINE:GnomeGiantSlayerFastMovement|0					BONUS:MOVEADD|TYPE=Walk|GnomeGiantSlayerFastMovement|TYPE=FastMovement	BONUS:VAR|GnomeGiantSlayerFastMovement|10|PREVARLT:ENCUMBERANCE,2,var("COUNT[EQTYPE.ARMOR.IS.HEAVY]"),1																SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Improved Mobility	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:at 8th level and higher, a gnome giant-slayer gains a +4 dodge bonus to his  Armor Class when moving out of or within a giant's threatened area. As with all dodge bonuses, this benefi t stacks with the bonus granted by the Mobility feat.	KEY:Gnome Giant-Slayer ~ Improved Mobility																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	ASPECT:Combat Bonus|+4 dodge bonus moving out or within a giant's threatened area.
Annoying Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Whenever a gnome giant-slayer of 9th level or higher damages a giant in melee, that giant is shaken for 1 round.	KEY:Gnome Giant-Slayer ~ Annoying Strike																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Defensive Roll	CATEGORY:Special Ability	TYPE:ClassFeatures.GnomeGiantSlayerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A 10th-level gnome giant-slayer can roll with a potentially lethal blow to take less damage from it than he otherwise would. Once per day, when he would be reduced to 0 or fewer hit points by damage in combat (from a weapon or other blow struck by a giant, not a spell or special ability), he can attempt to roll with the damage. To use this ability, he makes a Refl ex saving throw (DC = damage dealt; the gnome giant-slayer adds his class level as a bonus on this saving throw). If the save succeeds, he takes only half damage from the blow; if it fails, he takes full damage. He must be aware of the attack and able to react to it in order to execute his defensive roll-if he is denied his Dexterity bonus to AC, he can't use this ability. Since this effect would not normally allow a character to make a Refl ex save for half damage, the character's evasion or improved evasion ability (if applicable) does not apply to the defensive roll.	KEY:Gnome Giant-Slayer ~ Defensive Roll																										SORTKEY:Class_Gnome_Giant_Slayer	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.HalflingOutriderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Halfl ing outriders gain no proficiency with any weapon or armor.	KEY:Halfling Outrider ~ Weapon and Armor Proficiency																										SORTKEY:Class_Halfling_Outrider	SOURCEPAGE:CW	
AC Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.HalflingOutriderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A halfl ing outrider gains a dodge bonus to the character's Armor Class when she is mounted. This benefi t is lost in any situation in which the character would lose her Dexterity bonus to Armor Class.	KEY:Halfling Outrider ~ AC Bonus	DESC:+%1 AC when mounted|HalflingOutriderACBonus			DEFINE:HalflingOutriderACBonus|0	DEFINE:HalflingOutriderACBonusLVL|0				BONUS:VAR|HalflingOutriderACBonus|(HalflingOutriderACBonusLVL+1)/5	BONUS:VAR|HalflingOutriderACBonusLVL|HalflingOutriderLVL|TYPE=Class																SORTKEY:Class_Halfling_Outrider	SOURCEPAGE:CW	ASPECT:Combat Bonus|+%1 AC when mounted|HalflingOutriderACBonus
Mount	CATEGORY:Special Ability	TYPE:ClassFeatures.HalflingOutriderClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A halfling outrider gains a mount appropriate to the resources of her halfl ing community. Most halfling communities attempt to provide an out rider with a riding dog or a warpony. A halfl ing outrider may, of course, choose to find and train or purchase a more exotic mount. Standard tack and harness is also provided, though, again, the character may wish to purchase masterwork or magic gear. Halfling outrider class levels stack with paladin, druid, and ranger levels for determining the characteristics of a paladin's mount or an animal companion.	KEY:Halfling Outrider ~ Mount									BONUS:VAR|SpecialMountLVL,AnimalCompanionLVL|HalflingOutriderLVL									FOLLOWERS:Mount|1								SORTKEY:Class_Halfling_Outrider	SOURCEPAGE:CW	
